id,ncomp,RMSE,Rsquared,MAE,RMSESD,RsquaredSD,MAESD
Resample0001,1,2.02477746587365,0.361153576051939,1.66772116889794,0.223980618998684,0.151850846914421,0.217027870154194
Resample0001,2,1.78002940353481,0.510349845046204,1.41871973771057,0.232696862168498,0.107533362534075,0.16150006767538
Resample0001,3,1.70514980822738,0.566384976790979,1.33680173122306,0.205319312324437,0.0961103810800484,0.157269210067288
Resample0001,4,1.65267870285975,0.59814263614689,1.28504313027266,0.262519263082155,0.0988589978266551,0.200271692135851
Resample0001,5,1.46768302165753,0.666997286310938,1.11156920679687,0.305569212178209,0.129449721162391,0.206078218210609
Resample0001,6,1.35181424631756,0.712802310646075,1.03977920931081,0.264870018969709,0.104679783517464,0.190037679866988
Resample0001,7,1.20446044601796,0.768794205342775,0.943094577092095,0.206297150635479,0.0854372119132425,0.162469266631041
Resample0001,8,1.19148040647513,0.772578609723812,0.914953192804617,0.190497525350324,0.0824001255560771,0.134399696301599
Resample0001,9,1.1916515571635,0.774156867381728,0.9153035053001,0.187028310252801,0.0788690657262693,0.138137092531621
Resample0001,10,1.1740324993186,0.779988127632868,0.90594488154721,0.188351723931744,0.0786005783123478,0.139236707245333
Resample0001,11,1.15359703462739,0.787129818343693,0.888761889524285,0.172468724418807,0.0740674835649933,0.125009132810511
Resample0001,12,1.14988709317678,0.788424014679518,0.882914190693669,0.177934030219009,0.0751986392135651,0.130002705445487
Resample0001,13,1.14962682242551,0.788664570166544,0.883192119866668,0.17758694352819,0.0757134310536637,0.128605441208857
Resample0001,14,1.14651648446811,0.789973489146133,0.880911194326575,0.173431885659616,0.0736174630630273,0.126794044936249
Resample0001,15,1.14482072349531,0.79053085133501,0.879638948570282,0.173070486115503,0.0743649672931588,0.125578688614317
Resample0001,16,1.14596020318612,0.789980049699597,0.880144542317176,0.175309656773379,0.0753113848252985,0.127098109786199
Resample0001,17,1.14599143705242,0.79000249090514,0.880474418711228,0.175259529873929,0.0753800686856997,0.127171048688296
Resample0001,18,1.14592936371091,0.790051539425309,0.880382717359227,0.175221320463257,0.0753538990791418,0.126836298367863
Resample0001,19,1.14598366424528,0.790042048042081,0.880347743328847,0.175069453816904,0.0753558329404135,0.126656215375554
Resample0001,20,1.14604194813645,0.79003339203381,0.880375121266863,0.174920731952683,0.0753074691475298,0.126553936568513
Resample0002,1,2.18226437289,0.290386715734592,1.81613795594744,0.283639381719076,0.15768391183435,0.267242047729202
Resample0002,2,1.91674602371268,0.443377818142898,1.55848249434485,0.151314137845433,0.0989442254685412,0.152902677799866
Resample0002,3,1.82145195122086,0.519302028195346,1.4376625478033,0.233632824646442,0.10777783044896,0.179794438789004
